id baseMean baseMeanA baseMeanB foldChange log2FoldChange pval padj
AT1G01010 49.0880241031988 51.7286781344249 46.4473700719727 0.897903672529038 -0.155367414529886 0.575132036678905 1
AT1G01020 39.4047078371566 42.3080777302528 36.5013379440605 0.862751037208194 -0.212983791802672 0.474639918856355 1
AT1G01030 39.215312295991 43.9345995209379 34.4960250710441 0.785167622948385 -0.348927411608059 0.228508100631978 1
AT1G01040 177.34226648185 173.197484475881 181.487048487819 1.04786191922489 0.0674486199534622 0.68229479535005 1
AT1G01050 331.483690271937 338.962891248345 324.004489295529 0.955870089797364 -0.0651135368701482 0.649952732647246 1
AT1G01060 1157.24890423117 1199.86274595455 1114.63506250778 0.928968806028756 -0.106297941921198 0.379912387916172 1
AT1G01070 39.8061241599729 35.3022612155384 44.3099871044074 1.25516002597885 0.327871311561094 0.258722326687485 1
AT1G01073 0 0 0 NA NA NA NA
AT1G01080 453.89938784952 454.080168152303 453.718607546737 0.999203751603958 -0.00114920119783206 1 1
AT1G01090 1661.04488058077 1651.5283020544 1670.56145910713 1.01152457213664 0.0165313665290037 0.934986466607169 1
AT1G01100 662.33436894914 657.265916789237 667.402821109044 1.01542283581252 0.0220806102688338 0.912574603236866 1
AT1G01110 47.8039972036125 39.0579119940384 56.5500824131866 1.44785216428923 0.533914300808409 0.037994968441053 0.749451563664766
AT1G01115 0 0 0 NA NA NA NA
AT1G01120 591.870026330311 529.57606856208 654.163984098543 1.23525971608715 0.304814403525246 0.021272937343266 0.523282541804854
AT1G01130 19.7866128347535 16.404588152702 23.1686375168049 1.41232667965449 0.498073831247993 0.209009155999936 1
AT1G01140 198.864379357391 250.794289728508 146.934468986274 0.585876453348817 -0.771331626370978 1.6624576046104e-06 0.000192962038951211
AT1G01150 0.810514687865354 0.657321526524074 0.963707849206634 1.46611332554821 0.551996623176684 1 1
AT1G01160 182.699863875903 176.772410972146 188.62731677966 1.06706309962238 0.0936454908958504 0.562023463769427 1
AT1G01170 232.400470789067 241.4454263798 223.355515198335 0.925076604462123 -0.112355256499921 0.478585995783286 1
AT1G01180 78.37241125938 87.9284025586608 68.8164199600992 0.782641535130685 -0.353576418156224 0.0952020284315196 1
AT1G01190 25.3808798127302 28.8199478099437 21.9418118155166 0.761341136362017 -0.393385063680956 0.271428565408923 1
AT1G01200 14.3527773982851 15.1208451889019 13.5847096076683 0.898409410185545 -0.154555055887807 0.763793165790204 1
AT1G01210 33.0929401185487 32.5122811852938 33.6735990518035 1.03571935970568 0.0506331408534239 0.899897571382316 1
AT1G01220 117.576556759115 113.781827242781 121.371286275448 1.06670185579349 0.0931569978365188 0.589219895274076 1
AT1G01225 22.9883918774222 25.2735386243691 20.7032451304754 0.819166854241497 -0.287770753803423 0.469942566432214 1
AT1G01230 110.531984783092 109.315260528421 111.748709037762 1.02226083071639 0.0317633481057141 0.918288033068675 1
AT1G01240 70.3890360487913 62.7793298451879 77.9987422523947 1.24242712441718 0.31316123180742 0.147945392942357 1
AT1G01250 3.97423903596739 5.00849365305186 2.93998441888292 0.586999729368027 -0.768568256695978 0.406027853705381 1
AT1G01260 120.784655713426 80.1754420948339 161.393869332017 2.01300878567175 1.00935346884018 8.29882868125457e-08 1.19059841540135e-05
AT1G01280 0 0 0 NA NA NA NA
AT1G01290 41.5504363221912 41.480125402613 41.6207472417695 1.00339010159182 0.00488261114904578 0.981082624582782 1
AT1G01300 530.035049596135 542.663071671334 517.407027520935 0.95345906978226 -0.0687570872246187 0.579584052851319 1
AT1G01305 0 0 0 NA NA NA NA
AT1G01310 0.33546069085043 0 0.670921381700861 Inf Inf 0.655646148019745 1
AT1G01320 2564.44120985681 2709.148294735 2419.73412497862 0.893171529104244 -0.162990830599752 0.155615030323116 1
AT1G01340 44.262299742298 45.0073697840052 43.5172297005909 0.966891198251184 -0.0485745387681941 0.874013545426732 1
AT1G01350 125.007419019602 125.55952524428 124.455312794925 0.991205665621893 -0.0127436611000827 0.958683524295273 1
AT1G01355 0.15257988167125 0 0.3051597633425 Inf Inf 1 1
AT1G01360 98.9240426481885 96.6339951441775 101.2140901522 1.04739631225211 0.066807430364897 0.708645523406192 1
AT1G01370 34.6225185917511 35.9807598374971 33.2642773460051 0.924501803081407 -0.113251961527153 0.719203025394759 1
AT1G01380 4.91994161099137 6.18693551013818 3.65294771184455 0.590429253037902 -0.76016389285354 0.362210172730707 1
AT1G01390 39.307096842037 32.7895164346231 45.8246772494509 1.39754050172767 0.48289009401298 0.0853340939692099 1
AT1G01400 0 0 0 NA NA NA NA
AT1G01410 0 0 0 NA NA NA NA
AT1G01420 93.2793609918658 103.773259588991 82.7854623947407 0.797753320292959 -0.325985386794599 0.101426489534894 1
AT1G01430 633.304287466575 721.828840278918 544.779734654231 0.754721485558441 -0.405983749171039 0.00185781284952217 0.0873966623182547
AT1G01440 111.105210279808 115.951793196811 106.258627362804 0.916403484872767 -0.125945149995212 0.524816660817726 1
AT1G01450 32.0204324691918 32.809176305404 31.2316886329797 0.9519193149581 -0.071088799550471 0.833257989437599 1
AT1G01453 14.7659140302428 15.6357720415564 13.8960560189292 0.888734881910312 -0.170174981340714 0.764054800104748 1
AT1G01460 0 0 0 NA NA NA NA
AT1G01470 178.541850851497 163.349981233545 193.733720469449 1.18600393465894 0.246108796143218 0.119505236211232 1
AT1G01471 0 0 0 NA NA NA NA
AT1G01480 6.85903472286953 6.08011717877079 7.63795226696826 1.256217938305 0.32908677572349 0.645463650818559 1
AT1G01490 372.162428285199 418.281717121985 326.043139448412 0.779482167405675 -0.359412076825985 0.0104863646020057 0.329081151274977
AT1G01500 54.3639852857701 57.8284551839766 50.8995153875636 0.880181136183404 -0.184127642294057 0.462866348742717 1
AT1G01510 252.477281653886 229.043814298876 275.910749008896 1.2046199538437 0.26857806165344 0.0772950777969328 1
AT1G01520 27.6693931526137 31.8099415058985 23.5288447993288 0.739669539944481 -0.435047228965047 0.18312620240342 1
AT1G01530 0.162565623678138 0.325131247356277 0 0 -Inf 0.987797544293358 1
AT1G01540 355.821177951407 361.543893663758 350.098462239056 0.968342899367714 -0.0464100849720462 0.752476212915709 1
AT1G01550 713.592682120238 683.215660560868 743.969703679608 1.08892366880008 0.12290282778927 0.346175996493118 1
AT1G01560 3.6225134647324 3.70090963181523 3.54411729764956 0.957634108972078 -0.0624535558385109 1 1
AT1G01570 10.5089194513586 9.37291828929895 11.6449206134183 1.24240073944881 0.313130593497559 0.610856725724462 1
AT1G01580 363.910286942359 346.261744926105 381.558828958613 1.10193757915718 0.140042502683152 0.241934693859233 1
AT1G01590 1.45370767680675 2.2970958269285 0.610319526685001 0.265691800720858 -1.91217438810478 0.300953408124971 1
AT1G01600 104.040931827637 104.695799896334 103.386063758939 0.987490079461721 -0.0181618402629376 0.986905512323475 1
AT1G01610 485.995412937229 523.245435036573 448.745390837886 0.857619313595196 -0.221590699219633 0.0948758686875142 1
AT1G01620 1900.85699786043 1828.05869040313 1973.65530531772 1.07964548166803 0.110557658867025 0.34146875802449 1
AT1G01630 514.86595262462 507.260284927486 522.471620321754 1.02998723899002 0.042626463272713 0.754213822781903 1
AT1G01640 36.8077183494932 35.9286826528144 37.686754046172 1.04893225310669 0.0689215022591052 0.850449844616056 1
AT1G01650 113.677652866801 112.495915383577 114.859390350024 1.0210094291725 0.0299961897784842 0.945266572027912 1
AT1G01660 12.2111883921988 10.4657189104525 13.9566578739451 1.33355940412331 0.415282091949403 0.428092060504728 1
AT1G01670 3.54760657061253 4.11874114691585 2.97647199430922 0.722665466980857 -0.468600139023197 0.692951901387228 1
AT1G01680 1.31400530501109 0.688221615772189 1.93978899425 2.81855284663435 1.49495461763437 0.4628408037233 1
AT1G01690 39.3523047919437 41.0475241531394 37.6570854307479 0.917402113955949 -0.124373863083087 0.685080988412003 1
AT1G01695 1.14257541492159 0.985982289786111 1.29916854005706 1.31763881919106 0.397954964297613 1 1
AT1G01700 10.9940610928345 11.5576539777022 10.4304682079667 0.902472787997446 -0.148044663400582 0.827840731207566 1
AT1G01710 149.763241581856 152.746543902477 146.779939261235 0.96093787467263 -0.0574849321494215 0.783813669099028 1
AT1G01720 284.419550206578 270.25881022453 298.580290188626 1.10479391935666 0.143777284322889 0.330472632213426 1
AT1G01725 17.2237142505506 16.3548937465767 18.0925347545245 1.10624593683536 0.14567215628649 0.739006673022608 1
AT1G01730 74.0260191297162 76.6987576734707 71.3532805859617 0.930305558399443 -0.104223448360403 0.63581635776659 1
AT1G01740 21.7525472634381 20.19113902045 23.3139555064262 1.15466272025631 0.207471498503665 0.615998150039333 1
AT1G01750 70.4005614470192 74.5555106220328 66.2456122720056 0.888540789531237 -0.17049008846605 0.432899263609638 1
AT1G01760 12.6984128438646 15.069633558123 10.3271921296062 0.685298158696069 -0.545196284210373 0.259032961075133 1
AT1G01770 58.6800058421298 53.4991118236333 63.8608998606263 1.19368149645459 0.255417941474226 0.276277772460463 1
AT1G01780 119.580469100588 115.154459774975 124.006478426201 1.07687082783007 0.106845206961625 0.563484180772433 1
AT1G01790 706.069158508043 751.997714164201 660.140602851886 0.877849214722137 -0.187954940837851 0.146986432144331 1
AT1G01800 314.24677369766 327.408204419659 301.085342975661 0.919602315737152 -0.120917995840514 0.423496541190579 1
